sku,salesprice_currency,supplier_currency,supplier_price,Production_days,supplier_price_salescountry,carrier_cost,carrier_currency,carrier_days,extra_days,carrier_cost_salescountry,@Quantity,@Turnaround,@Material,@Size,supplier_currency_original,supplier,carrier
PO-115A-A2-7000-40-2,EUR,EUR,431.9,0,431.9,0,EUR,2,0,0,7000,2 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-6500-40-2,EUR,EUR,403.67,0,403.67,0,EUR,2,0,0,6500,2 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A3-16000-40-3,EUR,EUR,432.26,0,432.26,0,EUR,2,1,0,16000,3 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B1-3500-40-4,EUR,EUR,473.33,2,473.33,0,EUR,2,0,0,3500,4 days,135g Gloss,B1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-ABRI-20-40-3,EUR,EUR,406.75,2,406.75,3.68,EUR,1,0,3.68,20,3 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-135G-A2-9000-40-5,EUR,EUR,470.64,2,470.64,0,EUR,2,1,0,9000,5 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-4000-40-1,EUR,EUR,390.5,0,390.5,32.41,EUR,1,0,32.41,4000,1 day,135g Gloss,B2,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-CF-B2-100-40-2,EUR,EUR,412.25,1,412.25,13.04,EUR,1,0,13.04,100,2 days,Water resistant PVC,B2,EUR,Probo,TNT-AVG
PO-115A-B1-175-40-5,EUR,EUR,457.85,3,457.85,22.4,EUR,1,1,22.4,175,5 days,115g Blue back,B1,EUR,Probo,TNT-AVG
PO-115A-B1-175-40-2,EUR,EUR,457.85,1,457.85,22.4,EUR,1,0,22.4,175,2 days,115g Blue back,B1,EUR,Probo,TNT-AVG
PO-115A-B1-175-40-3,EUR,EUR,457.85,1,457.85,22.4,EUR,1,1,22.4,175,3 days,115g Blue back,B1,EUR,Probo,TNT-AVG
PO-135G-B1-175-40-2,EUR,EUR,457.85,1,457.85,22.4,EUR,1,0,22.4,175,2 days,135g Gloss,B1,EUR,Probo,TNT-AVG
PO-135G-B1-175-40-5,EUR,EUR,457.85,3,457.85,22.4,EUR,1,1,22.4,175,5 days,135g Gloss,B1,EUR,Probo,TNT-AVG
PO-135G-B1-175-40-3,EUR,EUR,457.85,1,457.85,22.4,EUR,1,1,22.4,175,3 days,135g Gloss,B1,EUR,Probo,TNT-AVG
PO-CF-A2-175-40-5,EUR,EUR,426.68,3,426.68,22.4,EUR,1,1,22.4,175,5 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-115A-A3-15000-40-5,EUR,EUR,468.77,2,468.77,0,EUR,2,1,0,15000,5 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-7000-40-3,EUR,EUR,431.9,0,431.9,0,EUR,2,1,0,7000,3 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-B1-50-40-2,EUR,EUR,412.25,1,412.25,6.8,EUR,1,0,6.8,50,2 days,Water resistant PVC,B1,EUR,Probo,TNT-AVG
PO-CF-A0-35-40-2,EUR,EUR,411.74,1,411.74,6.8,EUR,1,0,6.8,35,2 days,Water resistant PVC,A0,EUR,Probo,TNT-AVG
PO-135G-A2-8000-40-3,EUR,EUR,422.18,0,422.18,0,EUR,2,1,0,8000,3 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A0-175-40-3,EUR,EUR,449.45,1,449.45,22.4,EUR,1,1,22.4,175,3 days,115g Blue back,A0,EUR,Probo,TNT-AVG
PO-115A-A0-175-40-2,EUR,EUR,449.45,1,449.45,22.4,EUR,1,0,22.4,175,2 days,115g Blue back,A0,EUR,Probo,TNT-AVG
PO-115A-A0-175-40-5,EUR,EUR,449.45,3,449.45,22.4,EUR,1,1,22.4,175,5 days,115g Blue back,A0,EUR,Probo,TNT-AVG
PO-135G-A0-175-40-5,EUR,EUR,449.45,3,449.45,22.4,EUR,1,1,22.4,175,5 days,135g Gloss,A0,EUR,Probo,TNT-AVG
PO-135G-A0-175-40-2,EUR,EUR,449.45,1,449.45,22.4,EUR,1,0,22.4,175,2 days,135g Gloss,A0,EUR,Probo,TNT-AVG
PO-135G-A0-175-40-3,EUR,EUR,449.45,1,449.45,22.4,EUR,1,1,22.4,175,3 days,135g Gloss,A0,EUR,Probo,TNT-AVG
PO-115A-B1-2000-40-2,EUR,EUR,404.5,1,404.5,32.41,EUR,1,0,32.41,2000,2 days,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-115A-A0-1250-40-4,EUR,EUR,354.88,2,354.88,32.41,EUR,1,1,32.41,1250,4 days,115g Blue back,A0,EUR,Verenigde Offset Bedrijven,DHL_EXPRESS-EUROPLUS
PO-CF-A3-300-40-3,EUR,EUR,365.86,2,365.86,32.41,EUR,1,0,32.41,300,3 days,Water resistant PVC,A3,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-A0-40-40-3,EUR,EUR,390.52,2,390.52,6.8,EUR,1,0,6.8,40,3 days,Water resistant PVC,A0,EUR,Probo,TNT-AVG
PO-115A-A2-7500-40-5,EUR,EUR,460.13,2,460.13,0,EUR,2,1,0,7500,5 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-6000-40-3,EUR,EUR,420.36,0,420.36,0,EUR,2,1,0,6000,3 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A0-1250-40-2,EUR,EUR,354.88,0,354.88,32.41,EUR,1,1,32.41,1250,2 days,115g Blue back,A0,EUR,Verenigde Offset Bedrijven,DHL_EXPRESS-EUROPLUS
PO-100G-A0-1250-40-2,EUR,EUR,266.5,0,266.5,32.41,EUR,1,1,32.41,1250,2 days,100G,A0,EUR,Verenigde Offset Bedrijven,DHL_EXPRESS-EUROPLUS
PO-115A-B2-4000-40-2,EUR,EUR,436,1,436,32.41,EUR,1,0,32.41,4000,2 days,115g Blue back,B2,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-115A-B2-4000-40-4,EUR,EUR,436,2,436,32.41,EUR,1,1,32.41,4000,4 days,115g Blue back,B2,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-135G-A3-17000-40-5,EUR,EUR,457.92,2,457.92,0,EUR,2,1,0,17000,5 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A3-14000-40-2,EUR,EUR,380.94,0,380.94,0,EUR,2,0,0,14000,2 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B1-3000-40-4,EUR,EUR,414.85,2,414.85,0,EUR,2,0,0,3000,4 days,135g Gloss,B1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-6500-40-5,EUR,EUR,451.99,2,451.99,0,EUR,2,1,0,6500,5 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-5500-40-3,EUR,EUR,388.72,0,388.72,0,EUR,2,1,0,5500,3 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B1-2500-40-2,EUR,EUR,411,1,411,32.41,EUR,1,0,32.41,2500,2 days,135g Gloss,B1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-115A-B2-3500-40-1,EUR,EUR,424.6,0,424.6,32.41,EUR,1,0,32.41,3500,1 day,115g Blue back,B2,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-135G-A2-8500-40-5,EUR,EUR,446.42,2,446.42,0,EUR,2,1,0,8500,5 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A3-15000-40-3,EUR,EUR,406.61,0,406.61,0,EUR,2,1,0,15000,3 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A2-150-40-3,EUR,EUR,365.86,2,365.86,19.28,EUR,1,0,19.28,150,3 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-115A-A3-12000-40-2,EUR,EUR,379.77,0,379.77,0,EUR,2,0,0,12000,2 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A3-250-40-2,EUR,EUR,367.42,1,367.42,31.76,EUR,1,0,31.76,250,2 days,Water resistant PVC,A3,EUR,Probo,TNT-AVG
PO-115A-A1-3500-40-4,EUR,EUR,444.69,1,444.69,0,EUR,2,1,0,3500,4 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-13000-40-3,EUR,EUR,409.43,0,409.43,0,EUR,2,1,0,13000,3 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A0-1500-40-2,EUR,EUR,381.5,0,381.5,32.41,EUR,1,1,32.41,1500,2 days,135g Gloss,A0,EUR,Verenigde Offset Bedrijven,DHL_EXPRESS-EUROPLUS
PO-100G-A0-1250-40-4,EUR,EUR,266.5,2,266.5,32.41,EUR,1,1,32.41,1250,4 days,100G,A0,EUR,Verenigde Offset Bedrijven,DHL_EXPRESS-EUROPLUS
PO-135G-A1-4000-40-2,EUR,EUR,432.67,0,432.67,0,EUR,2,0,0,4000,2 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A1-2500-40-1,EUR,EUR,390.5,0,390.5,32.41,EUR,1,0,32.41,2500,1 day,135g Gloss,A1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-115A-A2-6000-40-2,EUR,EUR,375.43,0,375.43,0,EUR,2,0,0,6000,2 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A0-1000-40-4,EUR,EUR,305.75,2,305.75,31.76,EUR,1,1,31.76,1000,4 days,115g Blue back,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-115A-A2-5500-40-2,EUR,EUR,347.19,0,347.19,0,EUR,2,0,0,5500,2 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-14000-40-5,EUR,EUR,439.1,2,439.1,0,EUR,2,1,0,14000,5 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A2-7000-40-2,EUR,EUR,373.75,0,373.75,0,EUR,2,0,0,7000,2 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-6500-40-3,EUR,EUR,403.67,0,403.67,0,EUR,2,1,0,6500,3 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A2-7500-40-3,EUR,EUR,397.97,0,397.97,0,EUR,2,1,0,7500,3 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-3000-40-1,EUR,EUR,426.8,0,426.8,19.28,EUR,1,0,19.28,3000,1 day,115g Blue back,A2,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-100G-A0-1000-40-1,EUR,EUR,232.25,0,232.25,31.76,EUR,1,0,31.76,1000,1 day,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-115A-A1-3000-40-2,EUR,EUR,390.14,0,390.14,0,EUR,2,0,0,3000,2 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-7000-40-5,EUR,EUR,431.9,2,431.9,0,EUR,2,1,0,7000,5 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A0-1500-40-4,EUR,EUR,381.5,2,381.5,32.41,EUR,1,1,32.41,1500,4 days,135g Gloss,A0,EUR,Verenigde Offset Bedrijven,DHL_EXPRESS-EUROPLUS
PO-CF-ABRI-20-40-5,EUR,EUR,406.75,3,406.75,3.68,EUR,1,1,3.68,20,5 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-115A-A3-4000-40-1,EUR,EUR,411.95,0,411.95,25.52,EUR,1,0,25.52,4000,1 day,115g Blue back,A3,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-115A-B1-2000-40-4,EUR,EUR,404.5,2,404.5,32.41,EUR,1,1,32.41,2000,4 days,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-135G-A3-13000-40-2,EUR,EUR,355.29,0,355.29,0,EUR,2,0,0,13000,2 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A1-4000-40-4,EUR,EUR,432.67,1,432.67,0,EUR,2,1,0,4000,4 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A2-8000-40-5,EUR,EUR,422.18,2,422.18,0,EUR,2,1,0,8000,5 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A0-1000-40-2,EUR,EUR,305.75,0,305.75,31.76,EUR,1,1,31.76,1000,2 days,115g Blue back,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-135G-B2-6000-40-5,EUR,EUR,420.36,2,420.36,0,EUR,2,1,0,6000,5 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A2-6500-40-2,EUR,EUR,349.51,0,349.51,0,EUR,2,0,0,6500,2 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A0-900-40-9,EUR,EUR,430.04,7,430.04,0,EUR,2,0,0,900,9 days,115g Blue back,A0,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A3-300-40-5,EUR,EUR,365.86,3,365.86,32.41,EUR,1,1,32.41,300,5 days,Water resistant PVC,A3,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-115A-A1-2000-40-1,EUR,EUR,372.9,0,372.9,32.41,EUR,1,0,32.41,2000,1 day,115g Blue back,A1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-CF-A0-40-40-5,EUR,EUR,390.52,3,390.52,6.8,EUR,1,1,6.8,40,5 days,Water resistant PVC,A0,EUR,Probo,TNT-AVG
PO-135G-A3-14000-40-3,EUR,EUR,380.94,0,380.94,0,EUR,2,1,0,14000,3 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A0-1250-40-4,EUR,EUR,334.63,2,334.63,32.41,EUR,1,1,32.41,1250,4 days,135g Gloss,A0,EUR,Verenigde Offset Bedrijven,DHL_EXPRESS-EUROPLUS
PO-CF-ABRI-15-40-2,EUR,EUR,367.73,1,367.73,3.68,EUR,1,0,3.68,15,2 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-CF-B2-100-40-3,EUR,EUR,342.25,2,342.25,13.04,EUR,1,0,13.04,100,3 days,Water resistant PVC,B2,EUR,Probo,TNT-AVG
PO-115A-A3-12000-40-3,EUR,EUR,379.77,0,379.77,0,EUR,2,1,0,12000,3 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A0-800-40-9,EUR,EUR,420.54,7,420.54,0,EUR,2,0,0,800,9 days,115g Blue back,A0,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-11000-40-2,EUR,EUR,350.1,0,350.1,0,EUR,2,0,0,11000,2 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A2-7000-40-3,EUR,EUR,373.75,0,373.75,0,EUR,2,1,0,7000,3 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A3-15000-40-5,EUR,EUR,406.61,2,406.61,0,EUR,2,1,0,15000,5 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-13000-40-5,EUR,EUR,409.43,2,409.43,0,EUR,2,1,0,13000,5 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-3500-40-4,EUR,EUR,386,2,386,32.41,EUR,1,1,32.41,3500,4 days,115g Blue back,B2,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-115A-B2-3500-40-2,EUR,EUR,386,1,386,32.41,EUR,1,0,32.41,3500,2 days,115g Blue back,B2,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-135G-B2-3500-40-1,EUR,EUR,346.5,0,346.5,32.41,EUR,1,0,32.41,3500,1 day,135g Gloss,B2,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-CF-B1-50-40-3,EUR,EUR,342.25,2,342.25,6.8,EUR,1,0,6.8,50,3 days,Water resistant PVC,B1,EUR,Probo,TNT-AVG
PO-115A-A2-6000-40-3,EUR,EUR,375.43,0,375.43,0,EUR,2,1,0,6000,3 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A0-750-40-4,EUR,EUR,256.63,2,256.63,25.52,EUR,1,1,25.52,750,4 days,115g Blue back,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-CF-A0-35-40-3,EUR,EUR,341.83,2,341.83,6.8,EUR,1,0,6.8,35,3 days,Water resistant PVC,A0,EUR,Probo,TNT-AVG
PO-CF-A2-150-40-5,EUR,EUR,365.86,3,365.86,19.28,EUR,1,1,19.28,150,5 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-135G-A0-1250-40-2,EUR,EUR,334.63,0,334.63,32.41,EUR,1,1,32.41,1250,2 days,135g Gloss,A0,EUR,Verenigde Offset Bedrijven,DHL_EXPRESS-EUROPLUS
PO-115A-A2-6500-40-5,EUR,EUR,403.67,2,403.67,0,EUR,2,1,0,6500,5 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A1-3500-40-2,EUR,EUR,386.13,0,386.13,0,EUR,2,0,0,3500,2 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A0-700-40-9,EUR,EUR,411.05,7,411.05,0,EUR,2,0,0,700,9 days,115g Blue back,A0,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A0-30-40-2,EUR,EUR,353.06,1,353.06,6.8,EUR,1,0,6.8,30,2 days,Water resistant PVC,A0,EUR,Probo,TNT-AVG
PO-135G-A2-7500-40-5,EUR,EUR,397.97,2,397.97,0,EUR,2,1,0,7500,5 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A3-12000-40-2,EUR,EUR,329.63,0,329.63,0,EUR,2,0,0,12000,2 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A3-10000-40-2,EUR,EUR,278.31,0,278.31,0,EUR,2,0,0,10000,2 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-250G-A0-400-40-1,EUR,EUR,401.37,0,401.37,0,EUR,1,0,0,400,1 day,250G,A0,EUR,Flyeralarm,OWN_CARRIER_FA
PO-250G-A0-400-40-2,EUR,EUR,401.37,0,401.37,0,EUR,1,1,0,400,2 days,250G,A0,EUR,Flyeralarm,OWN_CARRIER_FA
PO-115A-B2-3000-40-1,EUR,EUR,369.6,0,369.6,32.41,EUR,1,0,32.41,3000,1 day,115g Blue back,B2,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-115A-A0-600-40-9,EUR,EUR,401.55,7,401.55,0,EUR,2,0,0,600,9 days,115g Blue back,A0,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B1-2000-40-2,EUR,EUR,341,1,341,32.41,EUR,1,0,32.41,2000,2 days,135g Gloss,B1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-CF-A3-250-40-3,EUR,EUR,305.05,2,305.05,31.76,EUR,1,0,31.76,250,3 days,Water resistant PVC,A3,EUR,Probo,TNT-AVG
PO-135G-A2-6000-40-2,EUR,EUR,325.28,0,325.28,0,EUR,2,0,0,6000,2 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A2-5500-40-2,EUR,EUR,301.05,0,301.05,0,EUR,2,0,0,5500,2 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-ABRI-50-40-1,EUR,EUR,304.65,0,304.65,6.8,EUR,1,0,6.8,50,1 day,115g Blue back,Abri,EUR,Probo,TNT-AVG
PO-115A-A1-3000-40-4,EUR,EUR,390.14,1,390.14,0,EUR,2,1,0,3000,4 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-5500-40-5,EUR,EUR,388.72,2,388.72,0,EUR,2,1,0,5500,5 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A3-13000-40-3,EUR,EUR,355.29,0,355.29,0,EUR,2,1,0,13000,3 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-4500-40-2,EUR,EUR,325.46,0,325.46,0,EUR,2,0,0,4500,2 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A1-3500-40-4,EUR,EUR,386.13,1,386.13,0,EUR,2,1,0,3500,4 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B1-1500-40-1,EUR,EUR,351.45,0,351.45,32.41,EUR,1,0,32.41,1500,1 day,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-135G-B2-5000-40-4,EUR,EUR,357.1,1,357.1,0,EUR,2,1,0,5000,4 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A2-6500-40-3,EUR,EUR,349.51,0,349.51,0,EUR,2,1,0,6500,3 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A3-14000-40-5,EUR,EUR,380.94,2,380.94,0,EUR,2,1,0,14000,5 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-100G-A0-1000-40-2,EUR,EUR,232.25,0,232.25,31.76,EUR,1,1,31.76,1000,2 days,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-115A-A3-12000-40-5,EUR,EUR,379.77,2,379.77,0,EUR,2,1,0,12000,5 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-11000-40-3,EUR,EUR,350.1,0,350.1,0,EUR,2,1,0,11000,3 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-5500-40-3,EUR,EUR,347.19,0,347.19,0,EUR,2,1,0,5500,3 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-3500-40-1,EUR,EUR,362.45,0,362.45,22.4,EUR,1,0,22.4,3500,1 day,115g Blue back,A3,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-CF-B1-40-40-2,EUR,EUR,330,1,330,6.8,EUR,1,0,6.8,40,2 days,Water resistant PVC,B1,EUR,Probo,TNT-AVG
PO-115A-A2-6000-40-5,EUR,EUR,375.43,2,375.43,0,EUR,2,1,0,6000,5 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A0-900-40-9,EUR,EUR,382.98,7,382.98,0,EUR,2,0,0,900,9 days,135g Gloss,A0,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-B2-100-40-5,EUR,EUR,342.25,3,342.25,13.04,EUR,1,1,13.04,100,5 days,Water resistant PVC,B2,EUR,Probo,TNT-AVG
PO-CF-A0-35-40-5,EUR,EUR,341.83,3,341.83,6.8,EUR,1,1,6.8,35,5 days,Water resistant PVC,A0,EUR,Probo,TNT-AVG
PO-CF-B1-50-40-5,EUR,EUR,342.25,3,342.25,6.8,EUR,1,1,6.8,50,5 days,Water resistant PVC,B1,EUR,Probo,TNT-AVG
PO-135G-A0-800-40-9,EUR,EUR,378.24,7,378.24,0,EUR,2,0,0,800,9 days,135g Gloss,A0,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-2500-40-1,EUR,EUR,360.8,0,360.8,16.16,EUR,1,0,16.16,2500,1 day,115g Blue back,A2,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-115A-A1-2500-40-2,EUR,EUR,335.57,0,335.57,0,EUR,2,0,0,2500,2 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A0-750-40-4,EUR,EUR,240.88,2,240.88,25.52,EUR,1,1,25.52,750,4 days,135g Gloss,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-100G-A0-1000-40-4,EUR,EUR,232.25,2,232.25,31.76,EUR,1,1,31.76,1000,4 days,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-135G-A0-700-40-9,EUR,EUR,373.48,7,373.48,0,EUR,2,0,0,700,9 days,135g Gloss,A0,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-4000-40-2,EUR,EUR,293.83,0,293.83,0,EUR,2,0,0,4000,2 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B1-1250-40-1,EUR,EUR,304.7,0,304.7,32.41,EUR,1,0,32.41,1250,1 day,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-100G-A0-750-40-1,EUR,EUR,198,0,198,25.52,EUR,1,0,25.52,750,1 day,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-135G-A1-3000-40-2,EUR,EUR,339.59,0,339.59,0,EUR,2,0,0,3000,2 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-3000-40-4,EUR,EUR,336,2,336,32.41,EUR,1,1,32.41,3000,4 days,115g Blue back,B2,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-115A-B2-3000-40-2,EUR,EUR,336,1,336,32.41,EUR,1,0,32.41,3000,2 days,115g Blue back,B2,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-135G-A3-12000-40-3,EUR,EUR,329.63,0,329.63,0,EUR,2,1,0,12000,3 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A0-600-40-9,EUR,EUR,368.73,7,368.73,0,EUR,2,0,0,600,9 days,135g Gloss,A0,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-ABRI-15-40-3,EUR,EUR,305.31,2,305.31,3.68,EUR,1,0,3.68,15,3 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-CF-A3-200-40-2,EUR,EUR,294.14,1,294.14,25.52,EUR,1,0,25.52,200,2 days,Water resistant PVC,A3,EUR,Probo,TNT-AVG
